Time, Wald, Feuer
0.0,1000.0,1000.0
0.025,1250.0,750.0
0.05,1641.0,609.0
0.075,2212.0,554.0
0.1,3012.0,583.0
0.125,4079.0,730.0
0.15,5374.0,1109.0
0.175,6571.0,2044.0
0.2,6499.0,4380.0
0.225,2632.0,9306.0
0.25,0.0,10776.0
0.275,0.0,5388.0
0.3,0.0,2694.0
0.325,0.0,1347.0
0.35,0.0,674.0
0.375,0.0,337.0
0.4,0.0,169.0
0.425,0.0,85.0
0.45,0.0,43.0
0.475,0.0,22.0
0.5,0.0,11.0
0.525,0.0,6.0
0.55,0.0,3.0
0.575,0.0,2.0
0.6,0.0,1.0
0.625,0.0,1.0
0.65,0.0,1.0
0.675,0.0,1.0
0.7,0.0,1.0
0.725,0.0,1.0
0.75,0.0,1.0
0.775,0.0,1.0
0.8,0.0,1.0
0.825,0.0,1.0
0.85,0.0,1.0
0.875,0.0,1.0
0.9,0.0,1.0
0.925,0.0,1.0
0.95,0.0,1.0
0.975,0.0,1.0
1,0.0,1.0
